Sample,DDIT4L,SOX11,GRB14,SLFN12,PIM1,CD55,FOXE1,PITX2,ALX1,CHI3L1,ZFPM2,TBX15,EN1,RBP4,FIBIN,FPR1,EMX2OS,FBXO32,EMX2,PBX1,LYN,COBLL1,C8orf34,KCTD16,HDAC9,SH3RF1,SCN9A,EPHA5,NLRC3,RBM24,MAN2A1,TNFRSF11B,FGD4
GSM954289,6.198065578603125,6.377998561979167,9.625429479497395,7.6902563286770835,8.483769909478125,8.806239186729302,7.250515818467187,8.11488763896875,6.3143897006875,8.465897941906249,6.6630021458124995,10.516372400958334,6.286519313967114,7.961681791635796,7.389979693296874,8.308088050040626,6.291069545260417,9.839414424204167,6.345844875329687,7.288878774828125,9.349562631851121,12.141182082053977,7.087406786425,8.047550696717709,7.186531243317708,12.837641146552084,8.209869459325,6.53285493894375,6.2260672610812495,9.38957433985625,9.492776476308332,16.180920764468752,8.281670346833334
GSM954290,6.388237510354166,6.948717216,10.309471408734375,7.7581613424875,9.449868324397023,9.048563043182291,6.175078723771355,9.408196704484375,6.133370038619345,10.099511842265626,6.3465861153541665,10.782892228125,6.25472663578125,8.27475998161771,8.029712595739584,8.640697209193892,6.05852536559375,9.846692317598958,6.123584733638393,7.608542121598958,8.162208450245833,11.6323568941125,7.3787168562656245,8.749647853947916,6.288736748125,12.534130184624999,8.135417493791667,8.034649386295833,6.133370038619345,8.04617637048177,9.352482227963542,13.99143400403125,9.154144911229167
GSM954291,6.110759306765625,6.97071643953125,9.4168759228125,7.62215467105,10.065841075389583,8.441022346734375,6.346253381703125,7.80142691721875,6.51752300199375,10.191033304395834,6.179305458205803,10.996681305026042,6.407068008916667,8.204772095782143,7.674931712979166,8.29148545615625,7.9288243934270835,9.74929872459375,7.191721734609375,7.527527535299242,8.204335111271876,11.8131679925,6.866911840420455,7.53637723511875,6.300885067403314,12.2107437724125,7.023327746229167,8.119850278182291,6.20876959814375,7.00352489333125,9.792983416359375,12.754744899375,8.73901364084375
GSM954292,6.3109659882499995,6.605121563703125,9.634610151358332,7.80408353450625,8.813175056920265,8.47565587786875,6.4453634213125,8.95626639046875,6.223993585734375,9.96058356918428,6.294292689239583,11.392168701666666,6.2416083045937505,7.380063280347918,7.23379464146875,8.017403950588541,6.684961467614583,10.8161867699375,6.538336766036058,7.501198096520834,8.612302638933333,12.66807978,7.438503091666667,8.978329670858333,6.888475767098958,12.312026306104167,7.966262734083333,8.39567212540625,6.236042675651042,8.038865543375,9.991963357113637,15.911876926354166,9.398295582822916
GSM954293,6.627464040489583,6.427693460387821,9.269816078666667,7.9794144502,9.367790777583334,8.7880500475,6.5795455836625,8.929880194156251,6.335632281166667,8.75840964290625,6.156963242609821,10.705668573052083,6.57433596348177,7.922066063615625,7.631603097656249,8.263868905701042,6.19065849780625,9.90386245649367,6.242154721218378,7.8763624435625,7.774834349764584,11.1101624668125,6.969410030482244,7.904294623875,6.14993333475,12.3978853828125,7.889103937360416,6.88813506355,6.18184299553539,7.756769307285417,8.663735251505209,13.8272549166875,9.088413335453126
GSM954294,6.944647275791667,7.938388474241667,8.041111952947917,7.667730777353125,10.254958451635417,7.763308623458333,6.06926867690625,7.423086798052084,6.3804983074375,9.51441722179375,6.411217539677083,10.568127361635417,6.374003054265625,7.916084801458333,7.1428626214786455,8.512150721839584,6.443715305583333,8.974905396541667,6.394917273244792,8.037135605994791,8.0740551367,9.864738536785937,6.5282208064843745,6.8621140171875,6.257345197375,12.305270435020834,6.607025940364584,7.04496575896875,6.136819836648438,7.32588444903125,8.918808148817709,12.622812433166667,8.345760408166667
GSM194075,8.624568072774943,7.680952209843451,5.498593334985135,8.070626045743143,8.939675720475813,8.729582860040146,3.5096236010157256,9.267877813591442,8.808322390210256,10.478479488469343,8.239142501555511,7.308446023962436,7.128623896446253,7.565364535336618,10.520162105183905,6.438762798654341,8.45331151931939,7.584970989398385,10.014960240359548,8.545788100418662,7.72475975954837,6.08526479483461,7.252436242030093,5.580744924194004,5.9897127836399475,9.49445400138768,4.908295745518324,5.4321574553889524,1.597927255337731,6.623292407000803,10.495150503626014,9.147375728246315,6.181567936341515
GSM194076,7.659494137948751,9.410260881422186,6.602098371977499,7.425458012502384,8.5133046210542,8.699034080072153,4.856989631633701,9.727886517413172,8.55272928785225,9.042204816844192,8.094425469614334,7.7183660112301,6.67842335095575,6.482785913983926,10.5388657910837,6.77409119677253,8.620567659521374,5.658629639100801,10.001342402029033,7.702442668581113,7.955297190769841,6.136412751730246,7.156836754630411,6.108589094864855,5.806158368065599,9.902776229928707,4.157816457633497,5.045262998108097,2.8106568783568426,7.801842898479345,10.29702803436333,10.092822706548423,5.704264684431585
GSM194077,7.4699093252342825,8.897381287683489,6.53633474642847,8.16260368666524,8.405320878103694,8.042160822150906,3.0091085523384646,9.24010500868504,8.78054063858981,9.323574176642769,9.012836086076575,7.190883446034831,7.18588177453282,6.591232281929485,9.951102461528638,5.947068310675865,7.67527617380135,6.670652956108956,9.118683466510811,7.52097702932351,8.01065009392125,5.641508765777881,6.3008449606161605,5.582040093000664,5.691670760214058,9.646806234222758,5.793987254220912,5.585191036995878,1.1212006105914807,7.672383016651293,10.782112453514136,10.003380407671983,5.8022500776702275
GSM194078,8.535035764678698,6.460036736280749,5.832512855762868,7.8172026162971235,9.11048742038495,8.52381161888694,4.229550198822477,8.930528279134656,8.145755237986759,11.137818963821353,5.912752890463638,7.861480026017448,7.828352453321256,6.995165965879952,10.135443914782067,5.70207885751153,9.138856617144064,8.284761822571927,10.364515457577582,8.06058833965348,7.754484779913778,6.210371266730129,6.249810354508088,6.681683629876384,6.419923869070283,9.656081101508823,5.711099121023949,4.48945803555227,3.0977072989754957,8.479156951728163,10.64924651987492,10.210569220147665,7.113076645812649
GSM194079,8.012076077132571,7.015919365480816,4.614211873145747,7.7720484196175805,9.163529203072216,8.878931563067331,4.123195668133146,9.143748453698358,8.708232324993418,13.145436311396262,8.641897375341815,8.147873414930336,6.696710965339085,8.093795562556265,10.555668898475085,6.532720229571827,9.170620589403706,8.282051356046386,10.549669312052776,8.558578866880222,8.309328071727217,6.115421858744949,6.796353208641462,6.290508600335486,6.921027401457387,9.574211037204085,5.999122903799307,5.874710568128152,1.811099858160084,7.248818007230825,11.119100881332075,10.367596333122345,7.138942168218241
GSM194080,8.219340096475081,6.905279369106793,4.9887569151806535,8.393807350942483,9.209350362262166,9.207828756281444,4.39725717994147,9.176277022779443,9.155464847407016,12.629770213150959,8.521599832190034,8.04373680388784,7.2204229957424735,8.34108358398429,10.344187273489032,5.7880762794029605,9.595492946394153,8.450249366542995,10.799967274340126,8.36328223097447,8.191469464189671,6.496232055121371,6.852737476140357,6.538647691181171,6.109539457533106,9.77010513011109,5.4912960709724015,4.981051703951422,1.8160503824362606,8.318630387955045,10.807559745692233,10.67042562768772,7.1701989453664075
GSM194092,5.6589975921100315,3.143509519124699,8.790351809132625,8.6790962206861,7.215996469617852,9.91584476544646,6.023043312489176,8.737412816806385,7.137418303646088,7.550893347544814,7.6543855709046404,7.633364413197358,7.425685118602772,7.782495419698531,9.382351277910201,5.817087312017575,7.909457681627988,8.367048818590217,9.449965509271257,7.1471658960579525,9.166926606076611,8.071533198690293,9.493173701688342,8.275376263693586,9.178205107845994,10.88860372924626,9.71546176492265,7.554939046093292,4.412538562665959,9.947499359426526,12.000146038419414,11.762657903648686,9.271724546920327
GSM194093,6.3020837232636255,4.8764502380893004,6.569017000257377,8.531838814160858,7.87192201014734,10.541842496323705,6.456166047748302,9.626295729287481,8.537215456917272,8.456489898905646,8.420550622848427,7.849282586408715,7.72274706232292,8.755317353498716,9.747067136863286,5.662302669910373,7.703443039952514,7.647757574487186,9.511157853190165,7.707194024006907,9.165582668986682,8.71997944557372,9.658132055372018,8.504218128841012,8.454994874903,11.013623366750423,9.640896071732662,7.59849176432472,4.6670594392583045,10.142228158853051,11.982109960564973,11.881827440351952,8.519997515654563
GSM194094,6.654243461702917,6.029326015510948,8.454790391215377,8.458639353483688,8.03887673975484,10.627168676757883,8.535035764678698,9.860628959235422,6.916085852652056,7.534536242464389,7.632183519841165,7.577871440819074,7.0450761334473615,8.190199983005964,10.286342449218457,6.2173360113559255,8.03206259906918,7.428990741189397,9.890064276905466,7.974960987230128,7.685640573489236,8.321846910502183,9.194172010046485,8.7186875298728,8.193959969589491,10.779062414970616,9.21573109792209,9.440674412296014,5.10885623777768,10.353399199126843,12.558499687262993,11.989111203467777,8.547463626453236
GSM194095,7.786931481600466,3.210149621372482,6.617444681110421,8.903598488414604,7.496997460746122,10.272509580583542,4.998223690161213,8.924651166231971,8.582291475943677,7.361349243762392,8.576739605229474,7.331135126337341,7.114254101422943,9.307079082327741,9.641804155534855,4.541504744915935,6.596573201248736,7.903034884378852,7.397220849855132,9.622718732182975,7.837804097876459,8.233150183710164,9.450849336186698,7.842536158578628,8.618773345968485,10.521294182425862,7.770483409248628,8.010341810862933,4.662387413624387,9.77113610294593,12.15884124462179,11.664668894543537,9.423070214111494
GSM194096,6.520871595273391,4.435167534121298,8.095277380299256,8.616193414944007,7.9639759643145425,10.465037572220591,6.578715682219011,9.551475533987897,8.185881855214191,10.117688192751938,8.134375914776806,7.9479513579948184,7.317803662960351,9.862766128510776,9.288699160576126,5.941313087862557,7.555675518993899,6.917840654594555,9.025576396095909,7.313221253057489,8.25284397244242,8.392713098509988,9.21988127721409,8.567214705140925,8.1787876047666,10.923652978468676,8.801998382714805,9.103924788948188,5.0124140171629366,10.118655872670637,11.958664607834294,12.1794506040343,9.469111338281051
GSM194097,6.665517940677252,2.9331913711386752,7.911814616223343,8.654093393003464,7.665748621319983,10.629532521071226,6.145570034079334,9.902551110583573,7.058199627331032,10.9630324318496,7.848225688385483,8.238417143830578,7.361903127443801,10.294652889916879,8.976001457909053,6.347963645471373,7.3545138102909515,7.314064122182321,8.962499559738145,7.211032740031962,8.342062856581146,8.311818366474451,9.000464259181625,8.28824408565941,8.2306879857207509,10.919547603255594,8.345395402066467,8.858705631019228,4.350971446114887,10.222630429634902,11.884350665496385,11.97005637894551,9.462065324817601
